fecha_entrenamiento,mse,rmse,r2,id
2024-11-19,0.0582402086114245,0.2413300822761732,0.8676086068153381,1
2024-11-19,0.0330699694521326,0.1818515038489719,0.9248254895210266,2
2024-11-19,0.0609512488815084,0.2468830672231461,0.8614458441734314,3
2024-11-19,0.0576225938615818,0.2400470659299584,0.8690125346183777,4
2024-11-19,0.0997256130224293,0.3157936241003439,0.7733041048049927,5
2024-11-19,0.0849912631415935,0.2915326107686644,0.8067982196807861,6
2024-11-19,0.1201049578718496,0.3465616220412318,0.7269778847694397,7
2024-11-20,0.0334162834178689,0.1828012128457273,0.9240382313728333,8
2024-11-20,0.0655435584950709,0.256014762260052,0.8510066270828247,9
2024-11-20,0.0590241575348765,0.2429488784392234,0.8658265471458435,10
2024-11-20,0.075540810691335,0.2748468859043796,0.8282809257507324,11
2024-11-20,0.0418406452595547,0.2045498600819731,0.9048880338668824,12
2024-11-20,0.0425130212887344,0.2061868601262806,0.9033595323562622,13
2024-11-21,0.0901818902522471,0.3003029974080297,0.7949988842010498,14
2024-11-22,0.0621242868216368,0.2492474409530352,0.8587793111801147,15
2024-11-22,0.0672511210372692,0.2593282110324081,0.8471249938011169,16
2024-11-22,0.0360949737781136,0.18998677263987,0.9179490208625792,17
2024-11-26,0.0627447851466122,0.250489091871507,0.8573688268661499,18
2024-11-26,0.0839793623490218,0.2897919294062929,0.8090984225273132,19
2024-11-26,0.0585183567822592,0.2419056774494126,0.8669763207435608,20
2024-11-26,0.096752648488439,0.311050877652578,0.7800622582435608,21
2024-11-26,0.0630468548620618,0.2510913277316877,0.8566821217536926,22
2024-11-26,0.0516662224553703,0.2273020511464214,0.8825525045394897,23
2024-11-26,0.0639011931975436,0.2527868532925389,0.8547400236129761,24
2024-11-26,0.0318713835234698,0.1785255822661553,0.9275500774383544,25
2024-11-26,0.0360947863859772,0.1899862794676953,0.9179494976997375,26
2024-11-24,0.09329108006293,0.3054358853555523,0.7879310846328735,27
2024-11-24,0.0559624483372304,0.2365638356495567,0.8727864027023315,28
2024-11-24,0.0554086782011395,0.2353904802687219,0.874045193195343,29
2024-11-24,0.0467065746702529,0.2161170392871716,0.8938267827033997,30
2024-11-24,0.0939070643038455,0.3064425954462688,0.7865307927131653,31
2024-11-24,0.0504164033957855,0.2245359735004293,0.8853936195373535,32
2024-11-23,0.099046888716193,0.3147171566918351,0.7748470306396484,33
2024-11-23,0.0698895340393116,0.2643662876376481,0.8411273956298828,34
2024-11-23,0.0621608664482515,0.2493208102992038,0.8586961627006531,35
2024-11-23,0.0789706493860331,0.2810171692015153,0.8204842209815979,36
2024-11-23,0.0427291508284253,0.206710306536528,0.9028682708740234,37
2024-11-23,0.0917338660547398,0.3028759912154475,0.7914709448814392,38
2024-11-21,0.100342500774309,0.316768844387053,0.7719018459320068,39
2024-11-21,0.0791452932051406,0.2813277327338004,0.820087194442749,40
2024-11-21,0.0359064182588991,0.1894898895954588,0.918377697467804,41
2024-11-21,0.0234115817319973,0.153008436800058,0.9467809200286864,42
2024-11-21,0.0633436216952083,0.2516815879145878,0.8560075163841248,43
2024-11-25,0.0418983611990863,0.2046908918322608,0.9047567844390868,44
2024-11-25,0.0420541521293828,0.2050710904281314,0.9044026732444764,45
2024-11-25,0.0770335912803114,0.2775492591961135,0.8248875141143799,46
2024-11-25,0.0863081577197795,0.2937825007038022,0.8038046360015869,47
2024-11-25,0.091135863067862,0.3018871694323262,0.7928302884101868,48
2024-11-25,0.0558854842088106,0.236401108730079,0.8729613423347473,49
2024-11-18,0.0465775614073925,0.2158183528048356,0.8941200375556946,50
2024-11-18,0.032906297178879,0.1814009293771094,0.9251975417137146,51
2024-11-18,0.0524293605024848,0.2289745848396387,0.8808177709579468,52
2024-11-18,0.0435653593450345,0.2087231643709785,0.9009674191474916,53
2024-11-18,0.1111875620549682,0.3334479900298819,0.7472488880157471,54
2024-11-18,0.0798918939597311,0.2826515415838575,0.8183900713920593,55
2024-11-17,0.0743894786078726,0.2727443466102875,0.830898106098175,56
2024-11-17,0.035677578704707,0.1888850939187817,0.9188978672027588,57
2024-11-17,0.060718522614552,0.2464112875144968,0.8619748950004578,58
2024-11-17,0.0670595212739268,0.2589585319581627,0.8475605249404907,59
2024-11-17,0.0678201101191582,0.2604229446864431,0.845831573009491,60
2024-11-17,0.0559319498043594,0.2364993653360606,0.8728557229042053,61
2024-11-16,0.1054407778924719,0.3247164576865052,0.7603124380111694,62
2024-11-16,0.0468530812177459,0.2164557257679869,0.8934937715530396,63
2024-11-16,0.0844712039278711,0.2906393021046383,0.8079804182052612,64
2024-11-16,0.0655758560665875,0.2560778320483589,0.8509331941604614,65
2024-11-16,0.0428321067731631,0.2069591910816312,0.9026342034339904,66
2024-11-16,0.0295164445312431,0.1718035055848488,0.9329033493995668,67
2024-11-15,0.0521931936548491,0.2284582974086281,0.8813546299934387,68
2024-11-15,0.0716282613740319,0.267634566851952,0.8371748924255371,69
2024-11-15,0.0825251729461533,0.2872719494593118,0.8124040961265564,70
2024-11-15,0.0741143594566676,0.2722395258897349,0.8315235376358032,71
2024-11-15,0.0372112576139492,0.1929021970169059,0.9154115319252014,72
2024-11-15,0.0768642804328187,0.2772440809698537,0.8252724409103394,73
2024-11-27,0.0271241333849091,0.1646940599563601,0.9652076363563538,74
2024-11-27,0.0178493663410841,0.1336015207289353,0.977104425430298,75
2024-11-27,0.0492802126930386,0.2219914698654853,0.9367878437042236,76
2024-11-27,0.0160320331844464,0.1266176653727529,0.9794355630874634,77
2024-11-27,0.0538399454901446,0.2320343627356616,0.9309390187263488,78
2024-11-27,0.0644313149934922,0.253833242490995,0.9173533916473388,79
2024-11-27,0.0186269015148236,0.1364804070730433,0.976107120513916,80
2024-11-28,0.0570653024345502,0.2388834494780881,0.9268018007278442,81
2024-11-28,0.0474900257103756,0.2179220633859169,0.9390841126441956,82
2024-11-28,0.0176917794948567,0.1330104488183418,0.977306604385376,83
2024-11-28,0.0184896620608246,0.1359766967565569,0.9762831330299376,84
2024-11-28,0.0236855230505877,0.1539010170550791,0.9696183800697328,85
2024-11-28,0.0621924320800264,0.2493841055080022,0.920225203037262,86
2024-11-29,0.0545517585745748,0.2335631789785686,0.9300259351730348,87
2024-11-29,0.0268782600274015,0.1639459057963983,0.9655230045318604,88
2024-11-29,0.0486047862171604,0.2204649319441994,0.937654197216034,89
2024-11-29,0.0396884311451926,0.1992195551274839,0.9490912556648254,90
2024-11-29,0.0484922234325801,0.2202094989608307,0.93779855966568,91
2024-11-29,0.0802418217829888,0.2832698744713049,0.8970730900764465,92
2024-11-30,0.0806742189576318,0.2840320738184894,0.8965184092521667,93
2024-11-30,0.0126264746865974,0.1123675873488323,0.983803927898407,94
2024-11-30,0.0415037427364683,0.2037246738528947,0.9467628002166748,95
2024-11-30,0.0409350815633308,0.2023241991540578,0.9474921822547911,96
2024-11-30,0.0412332395502194,0.2030596945487199,0.9471097588539124,97
2024-11-30,0.0277578100542739,0.1666067527271147,0.9643948078155518,98
2024-11-30,0.0885731600272256,0.2976124325817482,0.8728912472724915,99
2024-12-01,0.0535398902156331,0.2313868842774654,0.9231664538383484,100
2024-12-01,0.0087933030957533,0.0937726137833076,0.9873809814453124,101
2024-12-01,0.0264083369129619,0.1625064211437872,0.9621021747589112,102
2024-12-01,0.008922226236935,0.0944575366867832,0.9871959686279296,103
2024-12-01,0.0373280734560675,0.1932047449108523,0.946431577205658,104
2024-12-01,0.0178221030305214,0.13349944955138,0.9744240045547484,105
2024-12-02,0.0599915854965991,0.244931797642934,0.913907825946808,106
2024-12-02,0.0489194046571371,0.2211773149695446,0.9297971725463868,107
2024-12-02,0.0172023769548288,0.1311578322283074,0.975313365459442,108
2024-12-02,0.009106372093778,0.0954273131434501,0.9869316816329956,109
2024-12-02,0.0399440654564012,0.1998601147212751,0.9426774382591248,110
2024-11-01,0.0445515422447473,0.2110723625791575,0.7075591087341309,111
2024-11-01,0.0299203249602952,0.1729749258138164,0.8035999536514282,112
2024-11-01,0.0466207596764169,0.2159184097672474,0.6939765214920044,113
2024-11-01,0.0291853876821657,0.1708373134949321,0.8084241151809692,114
2024-11-01,0.0384638320306913,0.1961219825279445,0.7475194931030273,115
2024-11-02,0.0357221570384187,0.1890030609234112,0.916439414024353,116
2024-11-02,0.0226959462305227,0.150651738226025,0.9469100832939148,117
2024-11-02,0.1058475187564923,0.3253421564391745,0.7524034380912781,118
2024-11-02,0.1617865224484113,0.4022269539058904,0.6215519905090332,119
2024-11-02,0.0941861199573837,0.3068975724201541,0.7796815633773804,120
2024-11-02,0.0856592535596711,0.2926760214976128,0.7996274828910828,121
2024-11-02,0.1052333748256531,0.3243969402223965,0.7538400888442993,122
2024-11-14,0.1110614906349171,0.3332588943072895,0.7475354671478271,123
2024-11-14,0.0805113149723446,0.2837451585002723,0.8169819712638855,124
2024-11-14,0.0996247908144887,0.3156339506683157,0.7735333442687988,125
2024-11-14,0.046013865543451,0.2145084276746511,0.8954014778137207,126
2024-11-14,0.0603376033578019,0.2456371375785875,0.8628407716751099,127
2024-11-14,0.0964337911941167,0.31053790621133,0.7807871103286743,128
2024-11-02,0.0923926039528556,0.3039615172235717,0.7899734973907471,129
2024-11-03,0.0775526159880173,0.2784827032115591,0.823707640171051,130
2024-11-03,0.1184536770113898,0.3441709996664301,0.7307315468788147,131
2024-11-03,0.0817303876842041,0.2858852701420696,0.8142107725143433,132
2024-12-04,0.0284147569325448,0.16856677291965,0.9592227935791016,133
2024-12-04,0.0102885236631808,0.1014323600394906,0.9852352142333984,134
2024-12-04,0.0341111413532107,0.1846920175676542,0.9510480761528016,135
2024-12-04,0.0297172893606189,0.1723870336209164,0.9573535919189452,136
2024-12-04,0.048196412729929,0.2195368140652701,0.930834710597992,137
2024-12-04,0.0110617226971302,0.1051747246116206,0.9841256737709044,138
2024-12-04,0.0225118809618931,0.1500395979796438,0.9676938652992249,139
2024-12-05,0.0142761578518337,0.1194828768143523,0.9795126914978028,140
2024-12-05,0.0330535984778382,0.1818064863469899,0.9525657296180724,141
2024-12-05,0.01902099875145,0.1379166369639647,0.9727035164833068,142
2024-12-05,0.0483166386051014,0.2198104606362067,0.930662214756012,143
2024-12-05,0.015073253638756,0.1227731796393497,0.9783688187599182,144
2024-12-05,0.010998029174678,0.1048714888550652,0.9842170476913452,145
2024-12-06,0.0423927720593025,0.2058950510801621,0.9391633868217468,146
2024-12-06,0.0066579464867962,0.0815962406413201,0.9904453754425048,147
2024-12-06,0.0177881682259888,0.1333722918225102,0.97447270154953,148
2024-12-06,0.0272739591056227,0.1651482942861437,0.9608599543571472,149
2024-11-04,0.0626644533524053,0.2503286906297505,0.7441201210021973,150
2024-11-04,0.0686334518879903,0.2619798692418757,0.7197467088699341,151
2024-11-04,0.0576673071407923,0.2401401822702571,0.7222357988357544,152
2024-11-04,0.0534860864785767,0.2312705914693365,0.7423753142356873,153
2024-11-04,0.0407420303604707,0.2018465515198879,0.8037592172622681,154
2024-11-04,0.0562218659646409,0.2371115053400846,0.7291979789733887,155
2024-11-05,0.0565772527739015,0.2378597334016447,0.727486252784729,156
2024-11-05,0.0604979878060165,0.2459633871250283,0.7086013555526733,157
2024-11-05,0.0550140290619946,0.2345506961447666,0.7350157499313354,158
2024-11-05,0.0550720450510384,0.2346743382882721,0.7347363233566284,159
2024-11-05,0.0613420889908793,0.2476733513942899,0.7045356035232544,160
2024-11-05,0.0463738472134437,0.2153458780971758,0.7766326069831848,161
2024-11-05,0.0339715433461624,0.1843137090564954,0.8363704085350037,162
2024-11-05,0.0540323849319412,0.232448671607177,0.7397440075874329,163
2024-11-06,0.0566476808504545,0.2380077327534853,0.7271469831466675,164
2024-11-06,0.057353742860883,0.2394864147731203,0.723746120929718,165
2024-11-06,0.0456529694014171,0.2136655550186251,0.7801048755645752,166
2024-11-06,0.0362798462401836,0.1904726915864415,0.8252520561218262,167
2024-11-06,0.0557127887882545,0.236035566786564,0.7316501140594482,168
2024-11-07,0.0303757206192001,0.1742863179345991,0.8536902666091919,169
2024-11-07,0.0407864649860669,0.2019565918361342,0.8035451769828796,170
2024-11-07,0.0577789796891488,0.2403725851447058,0.7216979265213013,171
2024-11-07,0.0351211045297257,0.1874062553110907,0.8308333158493042,172
2024-11-07,0.0539322918946398,0.2322332704300567,0.740226149559021,173
2024-11-07,0.0584820728932012,0.2418306698770882,0.7183113098144531,174
2024-11-08,0.0605178382530037,0.2460037362582197,0.7085057497024536,175
2024-11-08,0.0563687996027301,0.2374211439672764,0.7284902930259705,176
2024-11-08,0.049885845405923,0.2233513944570821,0.7597165107727051,177
2024-11-08,0.0596043348728731,0.2441399903188192,0.712905764579773,178
2024-11-08,0.0471560802509296,0.2171545077840421,0.7728648781776428,179
2024-11-09,0.0318093521903013,0.1783517653131062,0.8467849493026733,180
2024-11-09,0.0550862294996322,0.2347045579012734,0.7346680164337158,181
2024-11-09,0.0556819489282414,0.2359702289023797,0.7317985892295837,182
2024-11-10,0.0366303452238596,0.1913905567781744,0.823563814163208,183
2024-11-10,0.0423004549532716,0.2056707440383091,0.7962528467178345,184
2024-11-10,0.0398768569685054,0.1996919051151184,0.8079264760017395,185
2024-11-10,0.0594581310837296,0.243840380338716,0.7136099934577942,186
2024-11-11,0.0392790702341338,0.1981894806344017,0.8108057975769043,187
2024-11-11,0.038202348524891,0.1954542108139167,0.815991997718811,188
2024-11-11,0.0609560692954448,0.246892829574787,0.7063949108123779,189
2024-11-11,0.0276813849617109,0.1663772369097135,0.8666679859161377,190
2024-11-11,0.0415563107221156,0.2038536502545777,0.7998371124267578,191
2024-11-11,0.0336825404255276,0.1835280371647003,0.8377624154090881,192
2024-11-11,0.0592376758291488,0.2433879122494558,0.7146718502044678,193
2024-11-11,0.051997009459757,0.2280285277322929,0.7495477199554443,194
2024-11-11,0.0551023802242714,0.234738961879513,0.7345901727676392,195
2024-11-12,0.056955108133268,0.238652693538682,0.7256662249565125,196
2024-11-12,0.0509466751729243,0.2257137017837515,0.7546068429946899,197
2024-11-12,0.029550779725772,0.1719034023100533,0.8576637506484985,198
2024-11-12,0.0605387021649406,0.2460461382849579,0.7084052562713623,199
2024-11-12,0.0523267303934878,0.2287503669800069,0.7479596138000488,200
2024-11-12,0.0389561858240053,0.1973732145555858,0.8123610019683838,201
2024-11-12,0.0334231621465303,0.1828200266560815,0.8390117883682251,202
2024-11-22,0.0452306000155972,0.2126748692619728,0.7821393013000488,203
2024-11-22,0.0423898433310104,0.2058879387701243,0.795822262763977,204
2024-11-22,0.0451339423424336,0.2124475049098802,0.7826048135757446,205
2024-11-22,0.038039750572168,0.1950378183126751,0.8167752027511597,206
2024-11-22,0.0445750136540221,0.21112795564307,0.7852970361709595,207
2024-12-11,0.028907842717345558,0.17002306525099928,0.9535340666770935,208
2024-12-11,0.03244077625813167,0.18011323176860625,0.9478552937507629,209
2024-12-10,0.0381940313388751,0.1954329330969454,0.9386076331138612,210
2024-12-10,0.0284507084798829,0.1686733781006442,0.9542688727378844,211
2024-12-10,0.0171963174228909,0.1311347300408665,0.9723589420318604,212
2024-12-10,0.03897469183387701,0.19742008974234868,0.9373528361320496,213
2024-12-10,0.0233697099069607,0.15287154708107295,0.9624359607696533,214
2024-12-11,0.02113167824511502,0.14536739058370354,0.9660333395004272,215
2024-12-11,0.016613539325894117,0.12889351933240908,0.9732956886291504,216
2024-12-12,0.007931407887830758,0.08905845208530608,0.9873023629188538,217
2024-12-12,0.018761715604763213,0.13697341203592475,0.969842791557312,218
2024-12-12,0.01853126704080038,0.1361295964909923,0.9702131748199463,219
2024-12-11,0.030652781972496008,0.17507935907038272,0.9507293105125427,220
2024-12-12,0.043573619045591636,0.20874294969074197,0.9299606084823608,221
2024-12-11,0.023494038468272995,0.15327765156171005,0.9622361063957214,222
2024-12-12,0.028638047640204705,0.1692277980717255,0.9539677500724792,223
2024-12-12,0.023042887126673985,0.15179883769869248,0.9629613161087036,224
2024-12-12,0.028542748252896183,0.16894599211847608,0.954120934009552,225
2024-12-13,0.04302791202368165,0.20743170448049075,0.9308377504348755,230
2024-12-13,0.024801753389681443,0.1574857243996466,0.9601341485977173,231
2024-12-13,0.02962091038864786,0.17210726419488476,0.9523879289627075,235
2024-12-14,0.015306442993790192,0.12371921028599477,0.9753966927528381,237
2024-12-14,0.02109984548087192,0.14525785858559226,0.9660845398902893,238
2024-12-14,0.025476851594208347,0.15961469730011815,0.9590489864349365,239
2024-12-14,0.023382469605875995,0.152913274786318,0.9624154567718506,240
2024-12-14,0.03208610850487921,0.17912595709410517,0.9484254121780396,241
2024-12-15,0.034414234983848595,0.18551074088539615,0.9446831941604614,242
2024-12-15,0.030018161901467267,0.1732575017177244,0.9517493844032288,243
2024-12-15,0.018460707250196683,0.13587018528800454,0.9703266024589539,244
2024-12-15,0.039138916520205846,0.19783557951037484,0.9370888471603394,245
2024-12-15,0.034086704866672035,0.1846258510249094,0.9452096819877625,248
2024-12-15,0.029506216457296154,0.1717737362267473,0.9525722861289978,249
2024-12-16,0.012677292853922028,0.11259348495326907,0.9797045588493347,251
